<id>	<title>	<RealName>	<CurrentAlias>	<Affiliation>	<Relatives>	<Universe>	<Gender>	<Height>	<Weight>	<Eyes>	<Hair>	<Citizenship>	<Quotation>
1958	Samuel Sterns (Earth-616)	[[Samuel Sterns]]	[[Leader]]	{{m|New Intelligencia (Earth-616)|New Intelligencia}}, [[Humanoids (Leader) (Earth-616)|Humanoids]]; formerly [[Robert Bruce Banner (A.I.) (Earth-616)|Gammon]], {{M|Thunderbolts (Red Hulk) (Earth-616)|Thunderbolts}}, {{M|Intelligencia (Earth-616)|Intelligencia}}, [[Home Base (Earth-616)|Home Base]], [[Freehold]] and {{M|Riot Squad}}.	[[Philip Sterns (Earth-616)|Phil Sterns (Madman)]] (brother, deceased)	Earth-616	Male	5'10&quot;	144 lbs 	Green	Black	American	Shakespeare said the world was a stage. He was '''wrong'''. The world is a '''puzzle'''. But it takes an intellect such as mine to see just how the pieces fit.	
1959	Leapfrog	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
1960	Leash (Earth-616)	NA	[[Leash]]	{{m|Savage Land Mutates}}, {{m|Swamp Men (Earth-616)|Swamp Men}}	NA	Earth-616	Female	6'1&quot;	153 lbs	NA	Black	Savage Lander	NA	
1961	Leech (Earth-616)	NA	NA	{{M|Future Foundation}}; formerly {{M|198}}; {{M|Generation X}}; {{M|Daydreamers (Earth-616)|Daydreamers}}; {{M|New Mutants}}; {{M|X-Terminators}}; {{M|X-Factor}} (trainee); {{M|Morlocks}}	[[Annalee (Earth-616)|Annalee]] (foster mother, deceased)	Earth-616	Male	5'6&quot;	120 lbs	White	None	American	| Quotation           = If no one's gonna help us, we gotta do it ourselves. Let's go find Frank'in's green monster. Let's go scare him!	
1963	Hector Lennox (Earth-616)	Hector Lennox	Left-Winger	Partner to [[Jerome Johnson (Earth-616)|Right-Winger]]; formerly {{M|Bold Urban Commandos (Earth-616)|Bold Urban Commandos}}, {{M|Unlimited Class Wrestling Federation (Earth-616)|U.C.W.F.}}, {{m|Legion of the Unliving (Earth-616)|Legion of the Unliving}} 	NA	Earth-616	Male	6'5&quot;	265lbs	Blue	Black	American	NA	
1964	Leir (Earth-616)	[[Leir]]	NA	[[Tuatha de Danaan|Celtic Gods]]	&lt;!-- Everything is from {{r|Thor &amp; Hercules: Encyclopaedia Mythologica #1|; Leir's entry}}. Please apply references if you add material that isn't explained on the page --&gt;	Earth-616	Male	7'2&quot;	655 lbs	Blue	Reddish Brown	Avalon	NA	
1965	Legacy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
1966	David Haller (Earth-616)	[[David Haller|David Charles Haller]]	Legion	Formerly {{M|X-Men}}, {{M|Muir Island X-Men}}	[[Charles Graymalkin (Earth-616)|Charles Graymalkin]] (paternal collateral ancestor, deceased);&lt;br&gt;	Earth-616	Male	5'9&quot;	130 lbs	Green 	Black	Israeli	My name is Legion, for '''we''' are many!	
1967	Leo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
1968	Leonus (Earth-616)	Leonus	NA	[[Maximus Boltagon (Earth-616)|Maximus the Mad]], {{m|Crimson Cadre}}, {{M|League of Evil Inhumans}}	NA	Earth-616	Male	6'4&quot;	230 lbs	Brown	Blond	Attilan	NA	
1969	Parnell Jacobs (Earth-616)	Parnell Jacobs	NA	{{m|Baintronics Incorporated (Earth-616)}}, [[Stuart Clarke (Earth-616)|Rampage]], [[James Rhodes (Earth-616)|James Rhodes]]	[[Glenda Sandoval (Earth-616)|Glenda Sandoval]] (ex-wife)	Earth-616	Male	6'2&quot;	189 lbs	Brown	Black	American	NA	
1970	Carol Danvers (Earth-616)	[[Carol Danvers|Carol Susan Jane Danvers]]	[[Captain Marvel]]	{{m|Alpha Flight (Space Program)}}, {{M|Ultimates}}, {{M|Avengers}}, {{m|Infinity Watch (Earth-616)|Infinity Watch}}; formerly {{m|A-Force (Earth-616)|A-Force}}, {{m|Strategic Homeland Intervention, Enforcement and Logistics Division|S.H.I.E.L.D.}}, {{M|Guardians of the Galaxy}}, {{m|Mighty Avengers (Initiative) (Earth-616)|Mighty Avengers}} (leader), {{m|50-State Initiative|Initiative}}, {{M|New Avengers}}, {{M|Operation: Lightning Storm}} (leader), {{m|United States Department of Homeland Security|Homeland Security Dept.}}, {{M|National Aeronautics and Space Administration|NASA}}, {{M|United States Air Force|US Air Force}}, [[X-Men (Earth-616)|X-Men]]'s ally, {{M|Starjammers}}, {{m|Defenders for a Day}}, the {{M|Mighty}}, {{m|Woman Magazine}}	[[Marie Danvers (Earth-616)|Marie Danvers]] (mother);&lt;br&gt;	Earth-616	Female	5'11&quot;	124 lbs	Blue	Blonde	American	My name is Captain Marvel... I am an Earthling and an Avenger. But today I stand as one with the settlers of Torfa, who claim this planet and its resources as they were freely given in the aftermath of the Behemoth disaster... They are a peaceful people, but I am a woman of war. If you move against them, you move against me. I am willing to die here today, for this cause. I have made my choice... Now you make yours.	
1971	Warlock (Technarch) (Earth-616)	[[Warlock]]	NA	{{M|X-Factor (Serval Industries) (Earth-616)|X-Factor}} ({{M|Serval Industries}}); formerly {{M|Techno, Inc. (Earth-616)|Techno, Inc.}}, {{M|New Mutants (Earth-616)}}, {{M|X-Men}}, {{M|Excalibur (Earth-616)|Excalibur}}, [[Phalanx (Race)|Phalanx]], {{M|Fallen Angels (Earth-616)|Fallen Angels}}	NA	Earth-616	Male	Variable	Variable	Black	None	Technarch	Your rock + roll, friend. It is noise pollution. Self doesn't think much of your &lt;b&gt;greatest hits&lt;/b&gt;. See? &lt;b&gt;Humor&lt;/b&gt;. Ba-dum --	
1973	James Proudstar (Earth-616)	James Proudstar	Warpath	{{m|Apache Nation|Apaches}}, {{m|X-Men|X-Men (Gold Team)}}; formerly {{m|Weapon X-Force (Earth-616)|Weapon X}}, {{m|Hellions}}, {{m|New Mutants}}, [[Nathan Summers (Earth-616)|Cable]] &amp; [[Peter Wisdom (Earth-616)|Wisdom]]'s {{m|X-Force}}, {{m|X-Corporation}}, [[Scott Summers (Earth-616)|Cyclops]]'s {{m|X-Force (Strike Team)|X-Force}}	[[Neal Proudstar (Earth-616)|Neal Proudstar]] (father, deceased);&lt;br&gt;	Earth-616	Male	7'2&quot;	350 lbs	Brown	Black	American	My name is James Proudstar. I don't want to be a killer. But now I have no choice.	
1974	B'nee and C'cll (Earth-616)	B'nee and C'cll	[[Warstar]]	{{M|Imperial Guard (Earth-616)|Imperial Guard}}, ({{M|Borderers}})	NA	Earth-616	Male	2'2&quot; 	75 lbs (34 kg)	Green	None	Shi'ar Empire	NA	
1975	John Lopez (Earth-616)	John Lopez	Washout	{{M|Underground (Mutant) (Earth-616)|Underground}}; {{M|Weapon X (Earth-616)|Weapon X}}	NA	Earth-616	Male	5'10&quot;	180 lbs	Brown	Black	American	NA	
1976	Janet van Dyne (Earth-616)	[[Janet Van Dyne]]	[[Wasp|The Wasp]]	Formerly {{m|Avengers Unity Division}}, {{m|Avengers}} (founding Member), {{m|Lady Liberators}}, {{m|Defenders}}, {{m|Avengers West Coast}}, {{m|Avengers (Heroes Reborn)}}, {{m|Mighty Avengers (Initiative)|Mighty Avengers}} ({{m|50-State Initiative|Initiative}}), {{m|Axis (Avengers)|Axis}}	[[Vernon van Dyne (Earth-616)|Dr. Vernon Van Dyne]] (father, deceased);&lt;br&gt;	Earth-616	Female	5'4&quot;	110 lbs 	Blue 	Auburn	American	HI! I'm the Wasp! And you've just been STUNG! 	
1977	Water Wizard	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
1978	Mary Jane Watson (Earth-616)	Mary Jane Watson	NA	formerly {{m|Stark Industries}}, [[Jackpot (Nightclub)|Jackpot]], [[MJ's]]	 [[Philip Watson (Earth-616)|Philip Watson]] (father);&lt;br&gt; [[Madeline Watson (Earth-616)|Madeline Watson]] (mother, deceased);&lt;br&gt; [[Gayle Watson (Earth-616)|Gayle Watson-Byrnes]] (sister);&lt;br&gt; [[Spencer Watson (Earth-616)|Spencer Watson]] (uncle);&lt;br&gt;Lou Watson (uncle);&lt;br&gt;[[Anna May (Earth-616)|Anna May-Watson]] (aunt);&lt;br&gt;Sybil Watson (aunt);&lt;br&gt; [[Timothy Byrnes (Earth-616)|Timothy Byrnes]] (ex-brother-in-law);&lt;br&gt; [[Tom Byrnes (Earth-616)|Tommy Byrnes]] (nephew);&lt;br&gt; [[Kevin Byrnes (Earth-616)|Kevin Byrnes]] (nephew);&lt;br&gt; Frank Brown (cousin);&lt;br&gt; [[Kristine Watson (Earth-616)|Kristy Watson]] (cousin);&lt;br&gt;[[May Parker (Earth-616)|May Parker]] (daughter, deceased);&lt;br&gt;[[Norman Harold Osborn (Earth-616)|Normie Osborn]] (godchild);&lt;br&gt;[[Peter Parker (Earth-616)|Peter Parker]] (husband, prior to alteration of personal history by Mephisto)	Earth-616	Female	5'8&quot;	120 lbs	Green	Red	American	Face it, Tiger... you just hit the jackpot!	
1979	Weapon X	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
1980	Paul Cartier (Earth-616)	[[Paul Cartier]]	[[Wendigo]]	Formerly [[Georges Baptiste (Earth-616)|Georges Baptiste]]	[[Marie Cartier (Earth-616)|Marie Cartier]] (sister)	Earth-616	Male	6'0&quot;	175 lbs	Brown	Brown	Canadian	Hulk is Hulk -- not Wendigo. Hulk doesn't even know what Wendigo is. And Hulk doesn't hurt people who don't hurt him.	
1981	Jack Russell (Earth-616)	[[Jack Russell]]	[[Werewolf by Night]]	Formerly {{m|Midnight Sons (Earth-616)|Midnight Sons}}, [[Legion of Monsters (Earth-616)|Legion of Monsters]], [[Night Shift (Earth-616)|Night Shift]]	[[Gregor Russoff (Earth-616)|Gregor Russoff]] (grandfather, deceased); [[Maria Russoff (Earth-616)|Maria Russoff]] (grandmother, deceased); [[Gregory Russoff (Earth-616)|Gregory Russoff]] (father, deceased), [[Laura Russell (Earth-616)|Laura Russel]] (mother, deceased), [[Philip Russell (Earth-616)|Philip Russell]] (step-father; biological uncle), [[Lissa Russell (Earth-616)|Lissa Russell Price]] (sister), [[Nina Price (Earth-616)|Nina Price]] (niece), Louisa Russoff (great-great-great-grandmother, deceased), [[Grigory Russoff (Earth-616)|Grigory Russoff]] (great-great-great-grandfather, deceased), [[Tier Sinclair (Earth-616)|Tier Sinclair]] (foster-son)	Earth-616	Male	5'10&quot;	200 lbs	Blue	Red	American	My [[Gregory Russoff (Earth-616)|father]], a European scholar and aristocrat -- and more, a warlock and [[Werewolves|werewolf]] -- who, now dead, had left me another inheritance as well -- the curse of a werewolf born!	
1982	Werewolf by Night	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
1983	Whiphand (Earth-616)	NA	Whiphand	Formerly [[Harry Palmer (Earth-616)|Harry Palmer]]'s [[Brood (Race)|Brood]] Mutants	NA	Earth-616	Male	NA	NA	NA	Brown	American	NA	
1984	David Cannon (Earth-616)	[[David Cannon]] 	[[Whirlwind]]	{{M|Army of Evil (Earth-616)|Army of Evil}}; formerly {{m|Ant-Man Security Solutions}}, {{m|Illuminati (Hood's) (Earth-616)|Illuminati}}, partner of [[Donald Gill (Earth-616)|Blizzard]]; formerly [[Mandarin (Earth-616)|Mandarin]]'s operatives, {{m|Lethal Legion (Count Nefaria) (Earth-616)|Count Nefaria's Lethal Legion}}, {{M|Masters of Evil}},  [[Luchino Nefaria (Earth-616)|Count Nefaria]]'s agent, [[Georges Batroc (Earth-616)|Batroc]]'s partner, {{m|Batroc's Brigade}}, [[Alexander Gentry (Earth-616)|Porcupine]]'s {{M|Lethal Legion (Grim Reaper)|Lethal Legion}}, {{m|Lethal Legion (Porcupine)|Lethal Legion}}, [[Peter Petruski (Earth-616)|Trapster]], [[Todd Arliss (Earth-616)|Tiger Shark]], {{m|Defenders (Villains)|Defenders}}, {{m|Thunderbolts (Earth-616)|Thunderbolts}} ({{m|50-State Initiative|Initiative}})	NA	Earth-616	Male	6'1&quot;	220 lbs (99.8 kg)	Blue 	Brown	American	I've come at last for my revenge!	
1985	White Bishop	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
1986	White Pilgrim	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
1988	Aelfyre Whitemane (Earth-616)	Aelfyre Whitemane	NA	Benefactor of [[Power Pack (Earth-616)|Power Pack]]	[[Byrel Whitemane (Earth-616)|Byrel Whitemane]] (father);&lt;br&gt;[[Kofi Whitemane (Earth-616)|Kofi Whitemane]] (cousin);&lt;br&gt;[[Yrik Whitemane (Earth-616)|Yrik Whitemane]] (uncle)	Earth-616	Male	NA	NA	Pink	White	Kymellian	NA	
1989	Whiteout (Earth-616)	Unknown	Whiteout	Compatriot of [[Zala Dane (Earth-616)|Zaladane]], {{M|Savage Land Mutates}}, {{M|Femizons}}	NA	Earth-616	Female	5'11&quot;	144 lbs  	White	Unknown	Savage Lander	NA	
1990	Robert Frank (Earth-616)	[[Robert Frank]]	[[Whizzer]]	Formerly {{m|Liberty Legion (WWII) (Earth-616)|Liberty Legion}}, {{m|Invaders (WWII) (Earth-616)|Invaders}}, {{m|All-Winners Squad}}, {{m|Avengers}}, {{m|V-Battalion}}	[[Emil Frank (Earth-616)|Emil Frank]] (father, deceased), [[Madeline Joyce (Earth-616)|Madeline Joyce Frank]] (wife, deceased), [[Robert Frank Jr. (Earth-616)|Robert Frank Jr.]] (son)	Earth-616	Male	5'10&quot;	180 lbs 	Brown	Grey	American	Yeah, we all did o.k. tonight...	
1992	Katherine Pryde (Earth-811)	[[Katherine Anne Pryde-Rasputin]]	Widget	Ally of [[Nathaniel Richards (Kang) (Earth-6311)|Kang]], formerly {{M|Excalibur (Earth-616)|Excalibur}}; {{m|X-Men}}	[[Piotr Rasputin (Earth-811)|Piotr Rasputin (Colossus)]] (husband, deceased),&lt;br&gt; 	Earth-811	Female	5'8&quot;	5 lbs	White	None	American	Oh gosh, oh golly, oh wow!	
1994	Rina Logan (Earth-982)	Rina Logan	Wild Thing	[[Seething Snikters (Multiverse)|Seething Snikters]], {{m|X-People}}	[[James Howlett (Earth-982)|Wolverine]] (father);&lt;br&gt;[[Elektra Natchios (Earth-982)|Elektra]] (mother);&lt;br&gt;[[Hudson Logan (Earth-982)|Sabreclaw]] (half-brother)	Earth-982	Female	5'4&quot;	98 lbs	Brown	Black	Canada	NA	
1996	Richard Gill (Earth-616)	Richard Gill	[[Wildside]]	formerly {{M|Mutant Liberation Front|MLF}}, {{M|Weapon X}}	NA	Earth-616	Male	NA	NA	NA	White	American	NA	
1997	Jackson Arvad (Earth-616)	Jackson Arvad	Will O' The Wisp 	Former agent of [[Jonas Harrow (Earth-616)|Jonas Harrow]], {{M|Outlaws}}{{r|Amazing Spider-Man Annual #25}}, {{M|Roxxon Energy Corporation|Brand Corporation (Roxxon)}}, {{M|Exterminators (Spider-Man foes) (Earth-616)|Exterminators}}{{r|Sensational Spider-Man Vol 2 #31}}	NA	Earth-616	Male	6'1&quot;	195 lbs (89 kg)	White	Blond	American	NA	
1998	William Stryker (Earth-616)	[[William Stryker]]	NA	{{m|Church of Human Potential}}; formerly {{m|Weapon X}}, {{m|Human Council}}, {{m|Stryker's Crusade}} (founder and leader), {{m|Purifiers}} (founder and leader)	[[Marcy Stryker (Earth-616)|Marcy Stryker]] (wife, deceased);&lt;br&gt;	Earth-616	Male	6'0&quot;	180 lbs	Blue	Grey	American	Look around, [[Katherine Pryde (Earth-616)|Pryde]]. Face '''my''' reality. [[Homo sapiens|My race]] is fighting for its very '''survival'''. What else do you expect?	
1999	William Lumpkin (Earth-616)	William Lumpkin	Willie Lumpkin	NA	[[Bill Lumpkin (Earth-616)|Bill Lumpkin]] (grandfather); [[Frederick Lumpkin (Earth-616)|Freddie Lumpkin]] (nephew);&lt;br&gt;Timothy Lumpkin (grand-nephew);&lt;br&gt;[[Wilhelmina Lumpkin (Earth-616)|Billie Lumpkin]] (niece)	Earth-616	Male	5' 8&quot;	165 lbs 	Blue	Grey	American	NA	
2000	Pamela Shaw (Earth-616)	Pamela Shaw	Wind Warrior	{{m|Earth Force}}; [[Seth]]	Mr. Shaw (husband, now separated), unnamed child (deceased)	Earth-616	Female	5'2&quot; (as Shaw), 5'11&quot; (as Wind Warrior) 	135 lbs (61 kg) (as Shaw), 143 lbs (65 kg) (as Wind Warrior) 	Brown	Brown	American	NA	
2001	Wipeout (Earth-616)	NA	Wipeout	{{m|Magistrates|Genoshan Magistrates}} ({{M|Press Gang}})	NA	Earth-616	Male	NA	NA	Blue	White	Genoshan	NA	
2002	Wyatt Wingfoot (Earth-616)	Wyatt Wingfoot	NA	{{M|Keewazi (Earth-616)|Keewazi tribe}}; Ally and companion of the [[Fantastic Four (Earth-616)|Fantastic Four]]	NA	Earth-616	Male	6'5&quot;	260 lbs (118 kg)	Brown	Black	USA	They are '''not''' the ordinary native tribe they '''seem''' to be!	
2003	Peter Wisdom (Earth-616)	[[Peter Wisdom|Peter Paul Wisdom]]	Pete Wisdom	{{M|MI-13}}; Formerly {{M|Excalibur}}; {{M|X-Force}}, {{M|Black Air}}, {{m|MI-6}}	NA	Earth-616	Male	5'9&quot; 	158 lbs (71.7 kg)	Blue	Black	British	Morning. We're MI-13, and we haven't had our breakfast.	
2004	The Witness (Earth-1191)	[[LeBeau]]	[[Witness]]	{{m|Stark/Fujikawa}}	NA	Earth-1191	Male	NA	NA	Red	White	American	NA	
2005	Takeshi Matsuya (Earth-616)	Takeshi &quot;Taki&quot; Matsuya	Wiz Kid	Formerly {{M|Avengers Academy}}; {{M|X-Terminators}}	Unnamed parents (deceased)	Earth-616	Male	4'7&quot;	87 lbs (40 kg)	Brown	Black	American	The X-Terminators ride again! &lt;small&gt;''Sort of.''&lt;/small&gt;	
2006	Bentley Wittman (Earth-616)	[[Bentley Wittman]]	[[The Wizard]]	{{m|Frightful Four}}, {{M|Army of Evil (Earth-616)|Army of Evil}}; former member of the [[Acts of Vengeance]] &quot;Prime Movers&quot;, {{M|Intelligencia (Earth-616)|Intelligencia}}, {{M|Legion Accursed}}, {{m|Hood's Gang}}, {{M|Advanced Idea Mechanics (Earth-616)|A.I.M.}}; former partner to [[Peter Petruski (Earth-616)|Trapster]], [[William Baker (Earth-616)|Sandman]], [[Mad Thinker (Julius) (Earth-616)|Mad Thinker]], [[Phillip Masters (Earth-616)|Puppet Master]], [[Samuel Smithers (Earth-616)|Plantman]], [[Quentin Beck (Earth-616)|Mysterio]], and the [[Quiet Man (Earth-616)|Quiet Man]]	[[Salamandra (Earth-616)|Salamandra]] (ex-wife)&lt;br&gt;[[Cole Wittman (Earth-616)|Cole Wittman]] (daughter)&lt;br&gt;[[Bentley Wittman (Clone) (Earth-616)|Bentley-23]] (clone, &quot;son&quot;), at least 22 other clones.	Earth-616	Male	5'8&quot;	150 lbs	Hazel	Brown	American	Turn, Reed Richards! Turn and face those who will destroy you!	
2007	Rahne Sinclair (Earth-616)	Rahne Sinclair	Wolfsbane	Formerly {{M|X-Factor Investigations}}, {{M|X-Force (Strike Team)|X-Force}} (founding member); {{M|X-Men}} ({{M|Paragons Squad}}); {{M|X-Factor (Government)|X-Factor}}; {{M|Excalibur}}; {{M|Hellions}}; {{M|New Mutants}} (founding member), {{m|Bratpack}}	[[Craig Sinclair (Earth-616)|Reverend Craig]] (father, deceased);&lt;br&gt;	Earth-616	Female	5'2&quot;	110 lbs	Green	Red	United Kingdom	| Quotation           = Maybe twas simply the first time I realized how even the most innocent of places -- the most lovely of days -- could be turned foul and corrupt.	
2008	James Howlett	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
2009	Simon Williams (Earth-616)	Simon Williams	[[Wonder Man]]	Formerly {{m|Avengers Unity Division (Earth-616)|Avengers Unity Division}}, {{M|Underground (Secret Empire)|Underground}}, {{M|X-Men}} (unwillingly), {{M|Lethal Legion (Grim Reaper) (Earth-616)|Lethal Legion}}, {{m|Mighty Avengers (Initiative) (Earth-616)|Mighty Avengers}} ({{m|50-State Initiative}}), {{M|Avengers}}, {{M|Avengers West Coast}}, {{M|Strategic Homeland Intervention, Enforcement and Logistics Division (Earth-616)|S.H.I.E.L.D.}}, {{M|Force Works}}, {{M|Masters of Evil}}, {{M|Revengers}}, {{m|Legion of the Unliving (Earth-616)|Legion of the Unliving}} 	NA	Earth-616	Male	6'2&quot;	380 lbs	Red	Grey	American	You made one mistake, Eric. I'm sure you thought it poetic to use us as your puppets -- but we're AVENGERS. And Avengers will oppose you -- to the bitter end -- and BEYOND.	
2010	Wong (Earth-616)	[[Wong]]	NA	{{m|Midnight Sons}}; former servant of [[Stephen Strange (Earth-616)|Dr. Stephen Strange]] 	[[Hamir (Earth-616)|Hamir the Hermit]] (father);&lt;br&gt;[[Kan (Earth-616)|Kan]] (ancestor);&lt;br&gt;[[Imei Chang (Earth-616)|Imei Chang]] (fiancée, deceased)	Earth-616	Male	5'8&quot;	140 lbs (64 kg)	Brown 	Bald	Chinese	When I dedicated my life in service to [[Stephen Strange (Earth-616)|you]] as [[Sorcerer Supreme]]... I remember I closed my eyes and prayed that one day I would grow up to be a second-rate [[Edwin Jarvis (Earth-616)|Jarvis]] for a second-rate pile of [[New Avengers (Earth-616)|Avengers]]. 	
2011	Woodgod (Earth-616)	Woodgod	NA	Formerly Community of {{M|Changelings}}	[[David Pace (Earth-616)|David Pace]] (&quot;father&quot;, deceased);&lt;br&gt;[[Ellen Pace (Earth-616)|Ellen Pace]] (&quot;mother&quot;, deceased)	Earth-616	Male	6'3&quot;	265 lbs	Grey	Brown	NA	NA	
2012	Worm (Savage Land Mutate) (Earth-616)	NA	Worm	[[Savage Land Mutates]], {{m|Swamp Men (Earth-616)|Swamp Men}}	NA	Earth-616	Male	9'4&quot;	740 lbs 	Yellow 	NA	Savage Lander	NA	
2013	Brian DeWolff (Earth-616)	[[Brian DeWolff]]	[[Wraith]]	Occasional ally of [[Anthony Stark (Earth-616)|Iron Man]]; formerly {{M|New York City Police Department (Earth-616)|NYPD}} 	[[Phillip DeWolff (Earth-616)|Phillip DeWolff]] (father)&lt;br&gt;[[Celia DeWolff Weatherby (Earth-616)|Celia DeWolff]] (mother)&lt;br&gt;[[Jean DeWolff (Earth-616)|Jean DeWolff]] (sister; deceased)	Earth-616	Male	5'11&quot; 	190 lbs	Blue	Strawberry Blond	American	NA	
2014	Wraith	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
2015	Dirk Garthwaite (Earth-616)	Dirk Garthwaite	Wrecker	{{M|Wrecking Crew}}, {{m|Hood's Gang (Earth-616)|Hood's criminal army}}; formerly {{M|Masters of Evil}}, {{M|Army of Evil (Earth-616)|Army of Evil}}, {{M|Legion Accursed (Earth-616)|Legion Accursed}}, {{m|Frightful Four (Earth-616)|Frightful Four}}, {{m|Lethal Legion (Porcupine) (Earth-616)|Lethal Legion}}	[[Burt Garthwaite (Earth-616)|Burt Garthwaite]] (father),{{r|Avengers NOW! #1}} [[Anne Garthwaite (Earth-616)|Anne Garthwaite]] (mother),{{r|Avengers NOW! #1}} Unidentified brother,{{r|Avengers NOW! #1}} Unidentified paternal grandfather{{r|Avengers NOW! #1}}	Earth-616	Male	6'3&quot;	320 lbs	Blue	Brown	American	Your [[Trick Arrows|explodin' arrows]] are like love taps to the '''Wrecker''', [[Clinton Barton (Earth-616)|Cupid]]. I've gone one-on-one with '''[[Thor Odinson|Thor]]'''! You're just '''dead meat''' waitin' to be '''tenderized'''!	
2016	Helen Feliciano (Earth-616)	Helen Feliciano	Letha	{{m|Pym Laboratories (Earth-616)|Pym Labs}}, {{m|Grapplers}}; formerly {{M|Masters of Evil}}, {{m|Hood's Gang}}, {{m|Unlimited Class Wrestling Federation (Earth-616)|UCWF}}	NA	Earth-616	Female	NA	NA	Brown	Blonde	American	NA	
2017	Lianda (Earth-616)	NA	Lianda	{{m|Rom Tribe (Earth-616)|Romani}}	NA	Earth-616	Female	5'6&quot;	110 lbs (49.89 kg)	Red	Grey	Transylvanian	NA	
