<id>	<title>	<Relatives>
657401	Susan	[[Reed Richards (Earth-90251)|Reed Richards (Mister Fantastic)]] (husband, deceased);  [[Franklin Richards (Earth-90251)|Unnamed son]];  [[Jonathan Storm (Earth-90251)|Johnny Storm (Human Torch)]] (brother, deceased);
657402	Susan	[[Reed Richards (Earth-90266)|Reed Richards (Mister Fantastic)]] (husband, deceased);[[Jonathan Storm (Earth-90266)|Johnny Storm (Human Torch)]] (brother, deceased)
657403	Susan	[[Jonathan Storm (Earth-92210)|Johnny Storm (Human Torch)]] (brother)
657404	Susan	[[Reed Richards (Earth-93074)|Reed Richards (Mister Fantastic)]] (husband, deceased)
657405	Susan	[[Jonathan Storm (Earth-95019)|Johnny Storm]] (brother)
657406	Susan	[[Reed Richards (Earth-95126)|Reed Richards (Mister Fantastic)]] (husband);  [[Jonathan Storm (Earth-95126)|Johnny Storm (Human Torch)]] (brother);
657552	Susan	[[Jonathan Storm (Earth-95371)|Johnny Storm (Human Torch)]] (brother)
657553	Susan	[[Jonathan Storm (Earth-97102)|Johnny Storm (Human Torch)]] (brother);
657556	Maria	Unnamed mother (deceased)
657597	Shmodin	Male
657706	Leopold	[[Arnim Zola (Earth-616)|Arnim Zola]] (biological father);
657750	Katherine	[[Marina Renner (Earth-616)|Marina Renner]] (mother)
657752	Marina	[[Katherine Renner (Earth-616)|Kit Renner]] (daughter)
657788	Jay	[[T.T. Thomas (Earth-20007)|T.T. Thomas]] (father); unnamed mother
657801	Susan	[[Jonathan Storm (Earth-200782)|Johnny Storm]] (brother, deceased);
657802	Susan	[[Jonathan Storm (Earth-200783)|Johnny Storm (Human Torch)]] (brother)
657803	Susan	[[Jonathan Storm (Earth-200784)|Johnny Storm (Human Torch)]] (brother)
657805	Susan	[[Reed Richards (Earth-808122)|Reed Richards (Mister Fantastic)]] (husband, deceased);  [[Franklin Richards (Earth-)|Franklin Richards]] (son);  [[Jonathan Storm (Earth-808122)|Johnny Storm (Human Torch)]] (brother, deceased);
657806	Susan	[[Jonathan Storm (Earth-840645)|Johnny Storm (Human Torch)]] (brother, deceased)
657807	Susan	[[Reed Richards (Earth-941066)|Reed Richards (Mister Fantastic)]] (husband);  [[Jonathan Storm (Earth-941066)|Johnny Storm (Human Torch)]] (brother);
657808	Susan	[[Victor von Doom (Earth-97567)|Victor von Doom (Dr. Doom)]] (husband); [[Reed Richards (Earth-97567)|Reed Richards (Mister Fantastic)]] (husband, deceased);  [[Jonathan Storm (Earth-97567)|Johnny Storm (Human Torch)]] (brother);
658340	Baldull	Male
658425	Susan	[[Jonathan Storm (Counter-Earth) (Earth-616)|Johnny Storm]] (brother);
658426	Jonathan	[[Susan Storm (Earth-8910)|Susan Storm (The Thing)]] (sister); [[Reed Richards (Earth-8910)|Reed Richards (Human Torch)]] (brother-in-law)
658434	Invisible	[[Simian Torch (Earth-94024)|Simian Torch]] (brother)
658516	NA	Male
658792	Robert	[[Robert Drake (Earth-13729)|Iceman]] (source)
658857	Samson	[[Manuel Rourke (Earth-616)|Manuel Rourke]] (father)
658938	Charles	[[Charles Xavier (Earth-13729)|Charles Xavier]] (father, deceased);
659023	Blake	Unnamed father
659049	Bimbeau	Female
659112	Raymond	[[Miles Warren (Earth-616)|Jackal (Miles Warren)]] (brother);[[Monica Warren (Earth-616)|Monica Warren]] (sister-in-law, deceased);
659193	Ben	Unnamed son[[Linda Yarby (Earth-616)|Linda Yarby]] (daughter)
659236	Stan Lee	Male
659271	Jet	[[Arnim Zola (Earth-616)|Arnim Zola]] (father);
659358	Captain	[[Steven Rogers (Earth-616)|Captain America (Steve Rogers)]] (clonal source)
659522	Michael	Mindy Peterson (sister),Unnamed wife,[[Ace Peterson (Earth-199999)|Ace Peterson]] (son)Kisha Peterson (niece) 
659774	John	[[John Jonah Jameson (Clone) (Earth-TRN018)|J.J. Jameson]] (clone)
659943	NA	Male
659951	Fargo	[[Upton North (Earth-57780)|Upton North]] (brother)
659973	Roger	[[Roger Bochs (Earth-616)|Roger Bochs]] (father, deceased) 
659988	Beard	[[Wade Wilson (Earth-616)|Wade Wilson]] (genetic template)
660186	Pablo	[[Felipe Morales (Earth-616)|Felipe Morales]] (brother)
660188	Felipe	[[Pablo Morales (Earth-616)|Pablo Morales]] (brother, deceased)
660199	Jin	[[Patti Lee (Earth-616)|Paintball]]
660201	Patti	[[Jin Lee (Earth-616)|Boilermaker]]
660334	Web-Man	[[Victor von Doom (Earth-57780)|Victor von Doom]] (creator)
660571	Anji	[[Jacob Gallows (Earth-928)|Punisher 2099]] (Ex-Husband), [[Dean Gallows (Earth-928)|Hotwire]] (Son)
660802	Peter	[[May Reilly (Earth-13122)|May Parker]] (aunt)[[Ben Reilly (Earth-13122)|Ben Reilly]] (clone/"brother")[[Jessica Drew (Spider-Girl) (Earth-13122)|Jessica Drew]] (clone/"sister")[[Venom (Klyntar) (Earth-13122)|Venom Symbiote]] (former symbiote)
661202	Upton	[[Fargo North (Earth-57780)|Fargo North]] (brother)
661236	Victor	[[Susan Storm (Earth-97567)|Susan Storm]] (wife)[[Jonathan Storm (Earth-97567)|Johnny Storm]] (brother-in-law)[[Victor von Doom (The Apprentice) (Earth-97567)|The Apprentice]] (alternate version)
661332	Alice	[[Marvin Ellwood (Earth-2301)|Marvin Ellwood]] (son); [[Mar-Vell (Earth-2301)|Mar-Vell]] (husband, deceased)
661471	T'Challa	[[T'Channa (Earth-2301)|T'Channa]] (sister, deceased)
661494	Aquaria	[[Namor McKenzie (Earth-2301)|Namor]] (brother)
661588	MacDonald	[[Venom (Klyntar) (Earth-10223)|Venom Symbiote]]
661718	Tarq	Tama Maru
661903	Norman	[[Harold Osborn (Earth-2301)|Harry Osborn]] (son); [[Kay Osborn (Earth-2301)|Kay Osborn]] (wife, deceased)
661913	Kiri	[[May Reilly (Earth-2301)|May Reilly]] (sister), [[Peter Parker (Earth-2301)|Peter Parker]] (son)
661915	Shinji	[[May Reilly (Earth-2301)|May Reilly]] (wife), [[Venom (Earth-2301)|Venom]] (son)
661918	T'Channa	[[T'Challa (Earth-2301)|T'Challa]] (brother)
661928	Charles	[[Emma Frost (Earth-2301)|Emma Frost]] (daughter), [[Tessa (Earth-2301)|Tessa]] (daughter)
662043	Grace	Female
662122	Sharon	 
662476	Carnage	[[Venom (Klyntar) (Earth-11080)|Venom Symbiote]] (father)[[Cletus Kasady (Earth-11080)|Cletus Kasady]] (host)
662479	Onslaught	Earth-91119 
662504	Peter	[[Benjamin Parker (Earth-602636)|Ben Parker]] (uncle, deceased)[[May Reilly (Earth-602636)|May Parker]] (aunt)
662623	Laura	[[James Howlett (Earth-12101)|Wolverine]] (genetic template/"father");[[Akihiro (Earth-12101)|Daken]] ("paternal half-brother")
662717	Carnage	[[Venom (Klyntar) (Earth-751263)|Venom (Symbiote)]] ("father")
662796	Jonathan	[[Susan Storm (Earth-TRN246)|Invisible Woman]] (sister)
662840	Venom	[[Benjamin Parker (Earth-2301)|Ben Parker]] (Stepfather, Deceased) [[May Reilly (Earth-2301)|May Parker]] (Mother) [[Shinji (Earth-2301)|Shinji]] (Father, Deceased) [[Peter Parker (Earth-2301)|Peter Parker]] (Cousin) [[Kiri (Earth-2301)|Kiri]] (Aunt, Deceased)
662893	Matthew	[[Margaret Murdock (Earth-7642)|Maggie Murdock]] (mother)[[Karen Page (Earth-7642)|Karen Page]] (fiancee)
663086	Matthew	[[Impossible Man (Earth-95397)|Impossible Man]] (creator)
663114	Peter	[[Aunt May (Earth-665)]] (Aunt)
663120	Venom	[[Edward Brock (Earth-TRN009)|Eddie Brock]] (current host)[[Peter Parker (Earth-TRN009)|Peter Parker]] (former host)
663229	Ace	[[Michael Peterson (Earth-199999)|Mike Peterson (Deathlok)]] (father);unnamed mother;[[Mindy Peterson (Earth-199999)|Mindy Peterson]] (aunt)[[Kisha Peterson (Earth-199999)|Kisha Peterson]] (cousin)
663350	Czar	Unnamed Grandmather
663355	Brian	[[Impossible Man (Earth-95397)|Impossible Man]] (creator)
663472	Adolf	[[Impossible Man (Earth-616)|Impossible Man]] (father), [[Impossible Woman (Earth-616)|Impossible Woman]] (mother), [[Impossible Kids]] (siblings)
663596	Relf	[[Melf (Earth-616)|Melf]] (uncle)
663609	Izumi	Unnamed father (deceased) Unnamed mother (deceased)[[Masaru (Earth-7930)|Masaru]] (uncle, deceased)[[Satsuki (Earth-7930)|Satsuki]] (aunt)
663660	Jubilation	[[Shogo Lee (Earth-13729)|Shogo Lee]] (adoptive son)
663666	Piotr	[[Illyana Rasputina (Earth-13729)|Illyana]] (sister);[[Illyana Rasputina (Earth-616)|Illyana]] (past-sister)
663709	Tyr	[[Odin Borson (Earth-6109)|Odin]] (father);[[Thor Odinson (Earth-6109)|Thor]] (half-brother);[[Loki Laufeyson (Earth-6109)|Loki]] (adoptive brother)
663711	Tyrr	[[Jarr (Earth-616)|Jarr]] (cousin)
663713	Jarr	[[Tyrr (Earth-616)|Tyrr]] (cousin)
663791	Garon	[[Devon Lewis (Earth-616)|Devon Lewis]] (son)
663829	Victor	[[Valeria von Doom (Earth-8610)|Valeria von Doom]] (Valor; wife); [[Cynthia von Doom (Earth-8610)|Cynthia von Doom]] (mother, deceased);
663850	Henry	[[Janet van Dyne (Earth-8610)|Janet Pym]] (ex-wife); [[Vernon van Dyne (Earth-8610)|Vernon van Dyne]] (ex-father-in-law, deceased)
663863	Jennifer	[[Robert Bruce Banner (Earth-8610)|Bruce Banner]] (maternal cousin)
663869	Benjamin	[[Susan Storm (Earth-8610)|Susan Storm-Grimm]] (wife), Daniel Reed Grimm (son), Jennifer Elaine Grimm (daughter), [[Jonathan Storm (Earth-8610)|Johnny Storm]] (brother-in-law)
663952	Artume	[[Hippolyta (Earth-26111)|Warrior Woman (Hippolyta)]] (mother);[[Ares (Earth-26111)|Dr. Doom (Ares)]] (maternal grandffather)
664050	Susan	[[Benjamin Grimm (Earth-8610)|Ben Grimm]] (husband); Daniel Reed Grimm (son); Jennifer Elaine Grimm (daughter); [[Jonathan Storm (Earth-8610)|Johnny Storm]] (brother); [[Crystalia Amaquelin (Earth-8610)|Crystalia Storm]] (sister-in-law), Rainbow Storm (niece)
664061	Blackagar	[[Maximus Boltagon (Earth-8610)|Maximus]] (brother); [[Crystalia Amaquelin (Earth-8610)|Crystal]] (second cousin)
664063	Matthew	[[Alicia Masters (Earth-8610)|Alicia Murdock]] (wife); [[Franklin Benjamin Murdock (Earth-8610)|Franklin Benjamin Murdock]] (son); [[Jonathan Murdock (Earth-8610)|Jonathan Murdock]] (father) [[Phillip Masters (Earth-8610)|Phillip Masters]] (Puppet Master; adoptive father-in-law)
664071	Clinton	[[Charles Barton (Earth-8610)|Barney Barton]] (brother)
664114	Ludlow	[[Amy Grimes (Earth-616)|Amy Grimes]] (ex-wife), [[Jeff Grimes (Earth-616)|Jeff Grimes]] (son), [[Willy Grimes (Earth-616)|Willy Grimes]] (son)
664130	Francis	[[Clinton Barton (Earth-10071)|Clint Barton]] (father, deceased);[[Barbara Morse (Earth-10071)|Barbara Morse]] (mother, deceased)
664132	Francis	[[Clinton Barton (Earth-10943)|Clint Barton]] (father);
664134	Krakoa	[[Krakoa (Earth-616)|Krakoa]] (genetic template),[[Nathaniel Essex (Earth-616)|Mr. Sinister]] (creator)
664144	Charles	[[Clinton Barton (Earth-8610)|Clint Barton]] (Hawkeye; brother)
664203	Krakoas	[[Krakoa (Earth-616)|Krakoa]] ("grandparent"); [[Vega-Superior (Earth-616)|Vega-Superior]] ("Uncle"); [[Krakoa III (Earth-616)|Krakoa]] ("sibling"), Krakoas ("siblings", deceased)[[Maximilian von Katzenelnbogen (Earth-616)|Maximillian von Katzenelnbogen]] (creator)
664286	Krakoa	[[Krakoa (Earth-616)|Krakoa]] (presumed origin/"father")
664374	Mr.	[[Klara Prast (Earth-616)|Klara Prast]] (wife)
664438	Benjamin	Unnamed mother
664450	Ares	[[Hercules (Earth-61112)|Hercules]] (half-brother)
664451	Jonathan	[[Susan Storm (Earth-95126)|Invisible Woman]] (sister)
664456	Victor	[[Impossible Man (Earth-95397)|Impossible Man]] (creator)
664461	Hope	[[Scott Summers (Earth-TRN294)|Scott Summers]] (adoptive father/grandfather, deceased)
664472	K'Shamba's	[[K'Shamba (Earth-2992)|K'Shamba]] (Black Panther; father); [[M'Tolla (Earth-2992)|M'Tolla]] (mother); [[T'Challa (Earth-2992)|T'Challa]] (grandfather, deceased)
664487	Elaine	[[Samuel Fisk (Earth-2992)|Samuel Fisk]] (husband); Sebastian Fisk (son); [[Richard Fisk (Earth-2992)|Richard Fisk]] (father-in-law, deceased)
664532	James	[[Jean Grey (Earth-TRN294)|Jean Grey]] (wife)
664542	Jean	[[James Howlett (Earth-TRN294)|James Howlett]](Husband)
664641	Abel	[[X-51 (Earth-13159)|Machine Men]] (creations)
664785	Henry	[[Janet van Dyne (Earth-13584)|Janet van Dyne (Wasp)]] (wife)
664835	Stephen	[[Clea (Earth-13584)|Clea]] (wife, deceased)
664838	Clea	[[Stephen Strange (Earth-13584)|Doctor Strange]] (husband)
664924	Venom	[[Edward Brock (Earth-808122)|Venom (Eddie Brock)]] (host, deceased)
664969	Lena	[[Saen Sendak (Earth-616)|Saen Sendak]] (Relative, deceased)
665027	Angela	[[John Roger Tensen]] (father), [[Irene Tensen]] (mother)
665210	Kymera	[[Ororo Munroe (Earth-13729)|Ororo Munroe]] (mother, deceased)
665256	Demona	[[Daimon Hellstrom (Earth-616)|Daimon Hellstrom]] (father);
665261	Morg	[[Michael Morbius (Earth-616)|Morbius]] (claimed father, officially false)
665295	Ororo	[[Kymera (Earth-13729)|Kymera]] (daughter, possibly by [[T'Challa]])
665474	Thane	[[A'Lars (Earth-616)|A'Lars]] (grandfather, deceased);
665618	NA	Male
665665	Gregor	[[Vladimir Kravinoff (Earth-616)|Vladimir Kravinoff]] (ward)
665699	Thane	[[Thanos (Earth-12131)|Thanos]] (father)
665758	Reed	[[Susan Storm (Earth-TRN340)|Invisible Woman]] (ex-wife); [[Jonathan Storm (Earth-TRN340)|Human Torch]] (ex-brother-in-law, deceased)
665764	Janet	[[Henry Pym (Earth-13584)|Ant-Man]] (husband)
665801	Susan	[[Jonathan Storm (Earth-13584)|Human Torch]] (brother, deceased) [[Namor McKenzie (Earth-TRN340)|Namor]] (husband) [[Reed Richards (Earth-TRN340)|Mister Fantastic]] (ex-husband)
665803	Namor	[[Susan Storm (Earth-TRN340)|Susan Storm]] (aka Invisible Woman; wife);[[Jonathan Storm (Earth-TRN340)|Johnny Storm]] (brother-in-law, deceased)
665817	Clinton	[[Charles Barton (Earth-13584)|Barney Barton]] (brother){{r|Dark Avengers #184}}
665935	Nasya	Mr. Rankin (husband, divorced);[[Calvin Rankin (Earth-11052)|Calvin Rankin]] (son)
666021	Bartol	Unnamed sister (deceased);
666031	Pietro	[[Wanda Maximoff (Earth-952)|Wanda Maximoff]] (aka Scarlet Witch, twin sister, deceased);
666032	Wanda	[[Pietro Maximoff (Earth-952)|Pietro Maximoff]] (aka Quicksilver, twin brother, deceased)
666100	Anita	[[Maxwell Dillon (Earth-616)|Maxwell Dillon]] (Electro, son) [[Norma Lynn (Earth-616)|Norma Lynn]] (ex-daughter-in-law)
666101	Jonathan	[[Maxwell Dillon (Earth-616)|Maxwell Dillon]] (son), [[Anita Dillon (Earth-616)|Anita Dillon]], (Ex-wife) [[Norma Lynn (Earth-616)|Norma Lynn Dunn]] (Ex-daughter-in-law)
666124	Mutant	[[Erich Paine (Earth-616)|Dr. Paine]] (creator)
666130	Mutant	[[Erich Paine (Earth-616)|Dr. Paine]] (creator)
666235	Awesome	[[Reed Richards (Earth-13584)|Reed Richards]] (creator)
666381	Venom	[[John Walker (Earth-616)|John Walker]] (host)
666561	Laufey	[[Loki Laufeyson (Earth-12041)|Loki]] (son)
666590	N'Kantu	[[Category:Egyptian Royal Families]]&lt;!-- unknown family/dynasty --&gt;
666591	Jack	{{m|Gregor Russoff (Earth-12041)|Gregor Russoff}} (grandfather)
666592	Frankenstein's	[[Victor Frankenstein (Earth-12041)|Victor Frankenstein]] (creator, deceased);
666627	May	[[Peter Parker (Earth-82804)|Spider-Man (Peter Parker)]] (nephew)
666772	Hit-Monkey	Earth-12101
666819	Peter	[[May Reilly (Earth-82804)|May Parker]] (aka Ant-Man; aunt); 
666821	Venom	[[Peter Parker (Earth-982)|Peter Parker]] (former host, deceased)[[Edward Brock (Earth-982)|Eddie Brock]] (former host)[[Norman Harold Osborn (Earth-982)|Normie Osborn]] (former host)[[May Parker (Earth-982)|Mayday Parker]] (former host)
666825	Shogo	[[Jubilation Lee (Earth-13729)|Jubilation Lee]] (adoptive mother, deceased)
666828	Leland Owlsley	Male
666860	Raze	[[James Howlett (Earth-13729)|Wolverine]] (father);
667008	Anthony	[[Howard Stark (Earth-13122)|Howard Stark]] (father)
667016	Loki	[[Thor Odinson (Earth-13122)|Thor]] (paternal foster brother)
667018	Max	[[Lorna Dane (Earth-13122)|Polaris]] (daughter)
667028	Virusplague	[[Ani-Mator (Earth-616)|Ani-Mator]] (genetic template)
667031	Cuddle-Face	[[Erich Paine (Earth-616)|Dr. Paine]] (creator)
667037	Adrian Toomes	Male
667201	William	[[Theodore Altman (Earth-13729)|Teddy Altman]] (husband);{{r|Doctor Strange and the Sorcerers Supreme Vol 1 2}}unnamed child{{r|Doctor Strange and the Sorcerers Supreme Vol 1 2}}
667288	Carl Creel	Male
667290	Poison	[[Peter Parker (Earth-70134)|Peter Parker]] (current host);[[MacDonald Gargan (Earth-70134)|Mac Gargan]] (former host)
667312	Susan	[[Jonathan Storm (Earth-94561)|Jonathan Storm]] (aka Human Torch, brother); 
667470	Venom	[[Carnage (Klyntar) (Earth-13122)|Carnage Symbiote]] ("daughter")[[Edward Brock (Earth-13122)|Eddie Brock]] (current host);[[Peter Parker (Earth-13122)|Peter Parker]] (former host),Numerous [[Oscorp (Earth-13122)|Oscorp]] employees (former hosts)
667521	Venom	[[Edward Brock (Earth-2149)|Eddie Brock]] (host)
668678	Thanos	[[Thane (Thanos' Son) (Earth-12131)|Thane]] (son); [[Gamora (Earth-12131)|Gamora]] (foster daughter)
668713	Unknown	Male
668774	Sally	[[Colonel Frosby (Earth-616)|Captain Frosby]] (Father)
668893	Dmitri	[[Sergei Kravinoff (Earth-50302)|Kraven the Hunter]] (half-brother)
668894	Sergei	[[Dmitri Smerdyakov (Earth-50302)|Chameleon]] (half-brother)
668946	May	[[Peter Parker (Earth-13122)|Peter Parker]] (nephew)
668947	May	[[Peter Parker (Earth-TRN035)|Peter Parker]] (nephew),[[Benjamin Parker (Earth-TRN035)|Ben Parker]] (husband,deceased), [[Mary Fitzpatrick (Earth-TRN035)|Mary Parker]] (sister-in-law,deceased), [[Richard Parker (Earth-TRN035)|Richards Parker]] (brother-in-law,deceased)
669013	NA	Male
669069	Otto	[[Jessica Drew (Spider-Girl) (Earth-13122)|Jessica Drew]] (creation)
669162	Namor	[[Susan Storm (Earth-TRN345)|Susan Storm]] (wife, deceased);Unnamed children (deceased)
669225	NA	Female
669292	Bruce	[[Skaar (Earth-13122)|Skaar]] (Son)
669606	Jonathan	[[Susan Storm (Earth-13122)|Sue Storm]] (sister); [[Reed Richards (Earth-13122)|Reed Richards]] (brother-in-law)
669615	Mary Ann	Female
669657	Nalin	[[Hari Oberoi (Earth-50101)|Hari Oberoi]] (son)
669660	Benjamin	[[May Reilly (Earth-2301)|May Parker]] (wife) [[Kiri (Earth-2301)|Kiri]] (sister-in-law) [[Peter Parker (Earth-2301)|Peter Parker]] (Nephew) [[Venom (Earth-2301)|Venom]] (Adopted Son)
669665	May	[[Kiri (Earth-2301)|Kiri]] (sister);[[Benjamin Parker (Earth-2301)|Benjamin Parker]] (second husband,deceased);[[Shinji (Earth-2301)|Shinji]] (first husband, deceased);[[Venom (Earth-2301)|Venom]] (son);[[Peter Parker (Earth-2301)|Peter Parker]] (nephew)
669729	Benjamin	[[Peter Parker (Earth-TRN035)|Peter Parker]] (nephew); [[May Reilly (Earth-TRN035)|May Parker]] (wife, deceased)
669767	Galactus	 
669819	Jonathan	[[Susan Storm (Earth-36)|Invisible Woman (Sue Storm)]] (sister); [[Franklin Richards (Earth-36)|Franklin Richards]] (nephew)
669822	Jonathan	[[Susan Storm (Earth-7187)|Invisible Girl (Sue Storm)]]
669823	Jonathan	Franklin Storm (father), Mary Storm (mother, deceased), Susan Storm (sister)
669947	Illyana	[[Piotr Rasputin (Earth-13729)|Piotr Rasputin]] (brother)
670134	Wanda	[[Pietro Maximoff (Earth-2301)|Pietro Maximoff]] (possibly brother)
670223	Cassandra	[[Charles Xavier]] (brother, deceased)
670263	Jonathan	[[Stevenson Storm (Earth-13266)|Steve Storm]] (brother); [[Susan Richards (Earth-13266)|Sue Storm]] (sister-in-law)
670284	Mar-Vell	[[Marvin Ellwood (Earth-2301)|Marvin Ellwood]] (son); [[Alice Ellwood (Earth-2301)|Alice Ellwood]] (Wife)
670313	Rosalie	[[Otto Octavius (Earth-96283)|Otto Octavius]] (husband, deceased)
670352	Marina	[[Fabian LaMuerto (Earth-616)|Fabian LaMuerto]] (son)
670532	Mary	[[Roland Burke (Earth-616)|Roland Burke]]{{r|Untold Tales of Spider-Man (novel)}} (deceased)
670564	Arno	[[Isaac Stark (Earth-616)|Isaac Stark]] (ancestor);
670668	Cain	[[Charles Xavier (Earth-TRN064)|Professor X]] (stepbrother, deceased)
670735	Victor	[[Graydon Creed (Earth-1004)|Graydon Creed]] (son, deceased)
670752	Kurt	[[Raven Darkholme (Earth-TRN064)|Mystique]] (mother)
670753	Mania	[[Lee Price (Earth-616)|Lee Price]] (current host);
670768	Raven	[[Kurt Wagner (Earth-TRN064)|Nightcrawler]] (son)
670918	Crystalia	[[Medusalith Amaquelin (Earth-2301)|Medusalith Amaquelin]] (sister)
670946	Madeline	[[Mary Jane Watson (Earth-2301)|Mary Jane]] (daughter)
670969	Musenda	[[Lorianne (Earth-616)|Lorianne]] (wife, deceased)
670993	Blue Beatle	Male
671044	Max	[[Pietro Maximoff (Earth-1003)|Quicksilver]] (son, deceased)
671045	Pietro	[[Max Eisenhardt (Earth-1003)|Magneto]] (father, deceased)
671053	Venom	[[Carnage (Klyntar) (Earth-751263)|Carnage]] ("daughter")[[Edward Brock (Earth-751263)|Eddie Brock]] (current host)[[Peter Parker (Earth-751263)|Spider-Man (Peter Parker)]] (former host)
671059	Graydon	[[Victor Creed (Earth-1004)|Sabretooth]] (father),[[Raven Darkholme (Earth-1004)|Mystique]] (mother)
671062	Raven	[[Graydon Creed (Earth-1004)|Graydon Creed]] (son, deceased)
671069	Jonathan	[[Susan Storm (Earth-10223)|Invisible Woman]] (sister,deceased)
671084	Peliali	[[Maria de Guadalupe Santiago (Earth-616)|Maria de Guadalupe Santiago (Silverclaw)]] (daughter with [[Jaime Santiago (Earth-616)|Jaime Santiago]])
671091	Warren	[[Gull (Earth-1005)|Gull]] (Daughter)
671093	Remy	[[Medea (Earth-1005)|Medea]] (Daughter)
671094	Ororo	[[Medea (Earth-1005)|Medea]] (Daughter)
671095	Kurt	[[Salamander (Earth-1005)|Salamander]] (Son)
