<id>	<title>
1076019	Geoff Peckman (Earth-616)
1076046	Lois Anders (Earth-616)
1076059	Miles Anders (Earth-616)
1076069	Ritchie Ward (Earth-616)
1076084	Ritchie Forrest (Earth-400005)
1076114	Syyr Greyrun (Earth-616)
1076122	Samantha Sheridan (Earth-616)
1076125	Agent Bradley (Earth-616)
1076133	Amanda Sheridan (Earth-616)
1076139	Samantha Parks (Earth-616)
1076146	Samantha Cooper (Earth-616)
1076151	William Cooper (Earth-616)
1076158	Samantha Silk (Earth-616)
1076165	Henry Silk (Earth-616)
1076174	Samantha Green (Earth-616)
1076233	Nathan Summers (Earth-TRN012)
1076234	Wanda Maximoff (Earth-TRN012)
1076235	Pietro Maximoff (Earth-TRN012)
1076267	Samantha Bates (Earth-400005)
1076273	Harlan Bates (Earth-400005)
1076333	Paul Duval (Earth-9411)
1076339	John Horton (Earth-20051)
1076370	NA
1076392	Elizabeth Tudor (Earth-616)
1076418	Samantha Beere (Earth-616)
1076419	Matthew Beere (Earth-616)
1076420	Lewis Beere (Earth-616)
1076421	Katherine Beere (Earth-616)
1076438	Samantha Carlisle (Earth-199999)
1076493	Samantha Charles (Earth-616)
1076499	Kenneth Charles (Earth-616)
1076540	Morris Forelli (Earth-616)
1076541	Lynne Forelli (Earth-616)
1076710	Fred
1076793	Ethan Stoddard (Earth-616)
1076794	Bethel Doan (Earth-616)
1076821	Venom (Klyntar) (Earth-TRN591)
1076889	Annie Liebowitz (Earth-616)
1076908	Saul Fischer (Earth-616)
1076910	Medusalith Amaquelin (Earth-TRN517)
1076945	George William Frederick (Earth-616)
1077003	Charlotte Witter (Earth-TRN461)
1077057	Sam Jaggers (Earth-534834)
1077084	Sam Hawk (Earth-616)
1077121	Kaine (Earth-TRN461)
1077130	Sam Klaw (Earth-616)
1077211	Howard G. Hardman (Earth-616)
1077233	Alexandrina Victoria (Earth-616)
1077239	Eleanor Roosevelt (Earth-616)
1077240	Hatshepsut (Earth-616)
1077258	Sam Roberts (Earth-400005)
1077267	Ted Roberts (Earth-400005)
1077282	Sam Westman (Earth-616)
1077290	Mesa Sam (Earth-616)
1077297	Sam Savage (Earth-616)
1077305	Sam Felix (Earth-616)
1077308	Sam Murdock (Earth-616)
1077321	Samuel Douglas (Earth-616)
1077334	Sam Bender (Earth-616)
1077340	Sam Labowe (Earth-616)
1077346	Sam Farrow (Earth-616)
1077360	Sam Galvagno (Earth-616)
1077365	Sam Whitehall (Earth-616)
1077392	Sam Striker (Earth-616)
1077396	Gorgon Petragon (Earth-TRN562)
1077397	Triton (Earth-TRN562)
1077400	Karnak Mander-Azur (Earth-TRN562)
1077404	Sam Hicks (Earth-616)
1077440	Morpheus (Earth-616)
1077474	Terces (Earth-616)
1077476	Keemia Alvarado (Earth-TRN633)
1077502	Sam Kolawetz (Earth-697064)
1077525	Gentle Sam (Earth-7484)
1077536	Sage (Earth-7484)
1077542	Swashbuckler (Earth-7484)
1077547	Big Man (Earth-7484)
1077554	Iron Butterfly (Earth-7484)
1077563	Sam Geller (Earth-616)
1077568	Harris Hutchley (Earth-616)
1077575	Venture (Earth-TRN588)
1077585	Antonio (Doombot) (Earth-616)
1077612	Ultron (Dinosaur) (Earth-616)
1077661	Ben Charters (Earth-616)
1077670	Sam Evans (Earth-616)
1077684	Sam Fogler (Earth-616)
1077691	Harold Fogler (Earth-616)
1077711	Joe Biden (Earth-616)
1077714	Joseph Biden, Jr. (Earth-616)
1077733	Flint Marko (Earth-TRN633)
1077739	Hammerhead (Joseph) (Earth-TRN633)
1077768	Elhalyn (Earth-616)
1077847	Elo (Moloid) (Earth-616)
1077873	Buddha (Earth-616)
1077892	Sam Reilly (Earth-616)
1077901	William Reilly (Earth-616)
1077907	Claudia Reilly (Earth-616)
1077913	Julia Reilly (Earth-616)
1077919	Albert Reilly (Earth-616)
1077923	Claire Reilly (Earth-616)
1077929	Horace Reilly (Earth-616)
1077935	Jan Reilly (Earth-616)
1077939	April Reilly (Earth-616)
1077940	Diane Reilly (Earth-616)
1077957	Harold Reilly (Earth-616)
1077961	Roger Reilly (Earth-616)
1078003	Sam Mellon (Earth-616)
1078005	Mutate 7875 (Earth-616)
1078038	Sam Garr (Earth-616)
1078046	Billy Garr (Earth-616)
1078054	Sam Kurokawa (Earth-616)
1078061	Sam Brady (Earth-616)
1078072	Sam Lawson (Earth-616)
1078079	Nancy Lawson (Earth-616)
1078089	King Bellows (Earth-616)
1078100	Sam Randel (Earth-616)
1078110	Sam Larup (Earth-616)
1078168	Vladimir Lenin (Earth-616)
1078202	Samantha Leary (Earth-58627)
1078225	Sam Miller (Earth-616)
1078229	Wolfgang Amadeus Mozart (Earth-616)
1078242	Julio Richter (Earth-17315)
1078243	Steven Rogers (Earth-TRN641)
1078284	Daniel Whitehall (Earth-TRN641)
1078308	Johann Shmidt (Earth-TRN641)
1078315	Heinrich Zemo (Earth-TRN641)
1078326	Kraken (Secret Empire) (Earth-616)
1078418	Hippocrates (Earth-616)
1078618	Sam Kemperer (Earth-7888)
1078625	Beth Kemperer (Earth-7888)
1078667	Sam Barker (Earth-616)
1078672	Tennessee Sam (Earth-616)
1078733	Sam Stone (Earth-616)
1078742	Sam Saber (Earth-616)
1078748	Keene Saber (Earth-616)
1078756	Sam Gladhand (Earth-616)
1078762	Talkin' Sam (Earth-616)
1078766	Sam Kemperer (Earth-616)
1078773	Bill Lindo (Earth-616)
1078829	Samuel Silke, Sr. (Earth-616)
1078854	Sam Lincoln (Earth-616)
1078869	Sam Exmore (Earth-616)
1078876	Sam Krieger (Earth-616)
1078882	Martha Krieger (Earth-616)
1078890	Sam Rayburn (Earth-616)
1078898	Sam Kimball (Earth-616)
1078900	Tak (Earth-616)
1078908	Samuel Donaldson (Earth-616)
1078911	Samuel Peckinpah (Earth-616)
1078917	Samuel Adams (Earth-57780)
1078924	Sam Forbes (Earth-616)
1078927	Crystalia Amaquelin (Earth-TRN562)
1078933	Blackagar Boltagon (Earth-TRN562)
1078972	Sam Whitney (Earth-616)
1078979	Bess Whitney (Earth-616)
1079019	Sam Peabody (Earth-616)
1079040	Edward Whelan (Earth-1610)
1079043	Agent Crock (Earth-1610)
1079085	Dyngo (Earth-616)
1079087	Koyoti (Earth-616)
1079112	Lu Sun (Earth-616)
1079128	Demmy Marston (Earth-616)
1079159	Hailey Wilson (Earth-12041)
1079163	Sam Bancroft (Earth-616)
1079174	NA
1079175	Aleta Ogord
1079176	Chucki-27
1079178	Nicholette Gold
1079196	Sam Clayton (Earth-616)
1079214	Sam Venuti (Earth-616)
1079218	Yondu Udonta
1079219	NA
1079230	Sam Jordan (Earth-616)
1079240	NA
1079242	Willy Mammoth
1079246	John Proudstar (Earth-9407)
1079247	William Shakespeare
1079254	Mussaret (Earth-616)
1079293	Gabriela Lopez (Earth-17315)
1079308	Augor (Earth-616)
1079312	Selig (Earth-616)
1079320	Scythian Algurus (Earth-616)
1079378	Sam Graham (Earth-616)
1079385	Sam Beaver (Earth-616)
1079395	Cretacious Sam (Earth-5311)
1079397	Sandra Chen (Earth-616)
1079402	Sam Morgan (Earth-616)
1079410	Sam Bragg (Earth-616)
1079420	Sam Brady (Marshal) (Earth-616)
1079430	Sam Ewing (Earth-616)
1079438	Sam Gleason (Earth-616)
1079445	Sam Hooker (Earth-616)
1079452	Sam Lawson (Old West) (Earth-616)
1079462	Sam Corbett (Earth-616)
1079467	Snake Corbett (Earth-616)
1079471	Red Corbett (Earth-616)
1079479	Sam Hale (Earth-616)
1079486	Big Sam (Samuel) (Earth-616)
1079491	Wilhelm Bucher (Earth-616)
1079566	Robert Greville (Earth-616)
1079585	Alexandria Baxter (Earth-616)
1079595	Rachel Ford (Earth-616)
1079601	Anne Baxter (Earth-616)
1079609	Baxter Anderson (Earth-616)
1079613	Jefferson Davis (Earth-TRN633)
1079621	Howard Baxter (Earth-616)
1079628	Mr. Baxter (Earth-616)
1079744	Shurk (Earth-616)
1079748	Gammal (Earth-616)
1079750	Gamal (Earth-616)
1079751	Stahn (Earth-616)
1079782	Therese Beswick (Earth-616)
1079833	Louis Baxter III (Earth-616)
1079852	Betty Baxter (Earth-616)
1079853	Olin Baxter (Earth-616)
1079859	Baxter (Old West) (Earth-616)
1079866	Blast Baxter (Earth-616)
1079879	Percy Baxter (Earth-616)
1079885	Chief Baxter (Earth-616)
1079893	Baxter (Dog) (Earth-616)
1079908	Andrew Baxter (Earth-616)
1079915	Peter Baxter (Earth-616)
1080104	Moon Sun (Earth-616)
1080111	Tiko Sun (Earth-616)
1080114	Pan Sing (Earth-616)
1080115	Cinnabar (Earth-616)
1080137	Hu'Nahn (Earth-616)
1080143	T'Konda (Earth-616)
1080183	Angel-Hawk (George) (Earth-616)
1080187	Sheena (Earth-616)
1080188	Rynor (Earth-616)
1080189	Sybilis and Snake (Earth-616)
1080190	Henry Jones, Jr. (Earth-TRN388)
1080257	Bud Baxter (Earth-616)
1080266	Johnny Baxter (Earth-616)
1080272	Leo Baxter (Earth-616)
1080280	Joe Baxter (Earth-616)
1080282	Sowande (Earth-199999)
1080423	Kenneth Snowden (Earth-93060)
1080431	Kenneth Raymond (Earth-616)
1080468	Kenneth Ormsby (Earth-616)
1080477	Pete Ormsby (Earth-616)
1080490	Kenneth Laumer (Earth-616)
1080499	Kenneth Hanson (Earth-616)
1080504	Kenneth Reilly (Earth-982)
1080517	[[Kenneth Smirks]]
1080521	Zgreb (Earth-616)
1080549	Claire Gideon (Earth-616)
1080586	Lenka (Earth-616)
1080591	Phoenix (1,000,000 BC) (Earth-616)
1080633	Dean Mencken (Earth-616)
1080642	Black Panther (1,000,000 BC) (Earth-616)
1080649	Ghost Rider (1,000,000 BC) (Earth-616)
1080652	Iron Fist (1,000,000 BC) (Earth-616)
1080657	Starbrand (1,000,000 BC) (Earth-616)
1080672	Harrison Carter (Earth-616)
1080675	Amanda Carter (Earth-616)
1080696	Gregory Bestman (Earth-TRN461)
1080757	Christine Osworth (Earth-616)
1080763	Raymond Osworth (Earth-616)
1080768	John Carter (Earth-TRN388)
1080782	Dwight Carter (Earth-200111)
1080787	Flash Carter (Earth-616)
1080839	Auran (Earth-TRN562)
1080886	Carter Crockett (Earth-616)
1080893	Titus H. Crockett (Earth-616)
1080901	Jeffro Carter (Earth-200111)
1080917	Lil Carter (Earth-616)
1080962	Wilson Meyers (Earth-616)
1080967	Cynthia von Doom (Mephisto's Simulacrum) (Earth-616)
1081033	Frank Carter (Earth-616)
1081050	Professor Carter (Earth-616)
1081057	George Carter (Earth-616)
1081085	Randolph Stein (Earth-616)
1081087	Captain Marlowe (Earth-616)
1081124	Doc Carter (Earth-616)
1081132	Shawn Carter (Earth-616)
1081133	Utë Eiskalt (Earth-616)
1081140	Walter Carter (Earth-616)
1081147	Colonel Carter (Earth-616)
1081151	Susan Carter (Earth-616)
1081156	Thomas Carter (Earth-616)
1081227	Lauren (Midway Casino) (Earth-616)
1081234	John Jonah Jameson (Earth-97899)
1081241	Sergei Kravinoff (Earth-TRN633)
1081248	Bart Carter (Earth-616)
1081254	Verne Carter (Earth-616)
1081262	Lulu Carter (Earth-616)
1081271	Dan Carter (Earth-616)
1081276	Mr. Carter (Earth-616)
1081289	Mr. Lombardo (Earth-616)
1081296	Carter Nichols (Earth-9602)
1081310	Blackagar Boltagon (Earth-199999)
1081320	Medusalith Amaquelin (Earth-199999)
1081333	Abraham Cornelius (Earth-9602)
1081344	Carol Hines (Earth-9602)
1081370	Carter Trask (Earth-616)
1081379	Belle Carter (Earth-616)
1081389	Marion Carter (Earth-616)
1081399	Maximus Boltagon (Earth-199999)
1081410	Karnak Mander-Azur (Earth-199999)
1081419	Gorgon Petragon (Earth-199999)
1081454	Joey Damiani (Earth-616)
1081455	Tex Phillips (Earth-616)
1081467	Jargsa (Earth-616)
1081469	Meft (Earth-616)
1081503	Joe Harper (Earth-616)
1081532	Crash Carter (Earth-616)
1081549	Ricky Carter (Earth-135263)
1081563	Bob Carter (Earth-616)
1081580	Bill Carter (Earth-616)
1081586	Anne Carter (Earth-616)
1081592	Carter Hastings (Earth-616)
1081599	Sheila Carter (Earth-616)
1081603	Rachel Tompkins (Earth-616)
1081607	Charles Hudson (Earth-616)
1081662	Oliver Bird (Earth-TRN620)
1081669	Jack Hammer (Earth-TRN461)
1081672	Itsy Bitsy (Earth-TRN461)
1081778	Dace Carter (Earth-616)
1081790	Carter Tenko (Earth-616)
1081830	Triton (Earth-199999)
1081836	Joseph Rogers (Earth-12041)
1081839	Crystalia Amaquelin (Earth-199999)
1081842	Lockjaw (Earth-199999)
1081885	Clarice Fong (Earth-TRN674)
1081888	Marcos Diaz (Earth-TRN674)
1081890	Bender (Blackguard) (Earth-616)
1081900	John Proudstar (Earth-TRN674)
1081905	Lorna Dane (Earth-TRN674)
1081937	Andrew Strucker (Earth-TRN674)
1081942	Reed Strucker (Earth-TRN674)
1081943	Caitlin Strucker (Earth-TRN674)
1081944	Lauren Strucker (Earth-TRN674)
1081962	Marshall Swinson (Earth-616)
1081968	J'son (Earth-12041)
1081985	Bull Barker (Earth-616)
1081986	Nancy Carter (Barker) (Earth-616)
1081991	Joe Carter (Earth-616)
1081997	Joe Carter, Jr. (Earth-616)
1082005	Blackie Carter (Earth-616)
1082019	Timmy Carter (Earth-616)
1082038	Jason Carter (Earth-616)
1082049	Joe Carter (Joe's Ants) (Earth-616)
1082077	Jace Turner (Earth-TRN674)
1082080	Auran (Earth-199999)
1082081	Eldrac (Earth-199999)
1082105	Sage (Earth-TRN674)
1082135	Jim Bradford (Earth-616)
1082147	Kitang (Earth-199999)
1082151	Eddie K. (Earth-616)
1082177	Lawrence Carter (Earth-616)
1082204	Michelle Deveraux (Earth-616)
1082231	Issac Stein (Earth-616)
1082236	Mosheh Stein (Earth-616)
1082242	Agon (Earth-199999)
1082245	Rynda (Earth-199999)
1082253	Iridia (Earth-199999)
1082255	Bronaja (Earth-199999)
1082265	Donna Carter (Earth-616)
1082271	Lou Caldwell (Earth-616)
1082321	Congressman Rogers (Impostor) (Earth-616)
1082327	Jack Allen (Earth-616)
1082329	George Mundy (Earth-616)
1082336	Phil Bradshaw (Earth-616)
1082364	Elmer Murch (Earth-616)
1082478	Alan Sinclair (Earth-616)
1082485	Hugh Munro (Earth-616)
1082486	Angus Munro (Earth-616)
1082487	Hugh Munro, Jr. (Earth-616)
1082491	Herman Schendel (Earth-616)
1082495	Frank Belden (Impostor) (Earth-616)
1082507	Edwin Jarvis (Earth-666)
1082527	Bart Crale (Earth-616)
1082539	Jim Klett (Earth-616)
1082542	Amora (Earth-12041)
1082548	Jim Marshall (Earth-5556)
1082573	Jim Kirby (Earth-616)
1082618	Captain Tao (Earth-616)
1082646	Jim Bender (Earth-616)
1082652	Mary Bender (Earth-616)
1082658	Jim Polhaus (Earth-616)
1082664	Jim Chase (Earth-400005)
1082674	Jim Dace (Earth-616)
1082712	Ancient One (Earth-12041)
1082715	Ms. Lion (Earth-12041)
1082758	Jim Hendricks (Earth-616)
1082764	Jim Beardon (Earth-616)
1082770	Jim Tully (Earth-616)
1082780	Jim O'Brien (Earth-616)
1082782	Buddy (Dog) (Earth-616)
1082786	Otomo (Earth-65)
1082792	Jim Nelson (Earth-616)
1082795	Jim Carr (Earth-616)
1082802	Dash Carr (Earth-616)
1082805	Elsa Brock (Earth-65)
1082809	Katherine Pryde (Earth-65)
1082811	James Howlett (Earth-65)
1082816	Jim Dandy (Earth-616)
1082822	Jim Brent (Earth-616)
1082828	Jim Ryans (Earth-616)
1082837	Jim Gates (Earth-616)
1082844	Jim Derry (Earth-616)
1082850	Jim Bodine (Earth-616)
1082856	Mary Bodine (Earth-616)
1082861	General Wu (Earth-616)
1082868	Jim Cullen (Earth-616)
1082880	Jim Clyde (Earth-616)
1082892	James Bowie (Earth-616)
1082899	Jim Cane (Earth-616)
1082918	Bruce Banner (Earth-TRN633)
1083004	Principal Paniccia (Earth-1610)
1083009	Hulk Simon (Earth-616)
1083017	Slade (Outlaw) (Earth-616)
1083020	Sam Dunbrow (Earth-616)
1083032	Jim Mallon, Jr. (Earth-616)
1083042	Martha Smallen (Earth-616)
1083065	Jim Bernard (Earth-616)
1083078	Jim Hawk (Earth-616)
1083091	James Nugent (Earth-616)
1083096	Felicia Nugent (Earth-616)
1083113	Jim Hansen (Earth-616)
1083129	Congressman Rogers (Earth-616)
1083140	Kaelynn Alexander (Earth-12041)
1083191	Strange (Jeannie) (Earth-TRN588)
1083196	Dana D'Angelo (Earth-TRN588)
1083206	Louise Fisher (Earth-199999)
1083217	Beekos (Earth-616)
1083225	Congressman Bellard (Earth-616)
1083227	Morningstar (Haasen) (Earth-TRN517)
1083253	Ghost Rider (Viking Era) (Earth-616)
1083257	Jim Blane (Earth-616)
1083264	Peggy Blane (Earth-616)
1083269	Christine Sohn (Earth-616)
1083273	Jim Hansen (Reporter) (Earth-616)
1083283	Jim Caffery (Earth-616)
1083289	James Braddock (Earth-555)
1083297	Jim Blake (Earth-616)
1083308	Jim Thunderhead (Earth-616)
1083318	Kotlas (Earth-616)
1083323	Officer McGinty (Earth-616)
1083383	Venom (Klyntar) (Earth-TRN588)
1083421	Gerry Duggan (Earth-616)
1083426	Maw Queen (Earth-616)
1083434	Parvati Mehta (Earth-616)
1083468	Beleth (Earth-616)
1083489	Haniel (Earth-616)
1083537	Hudson Banks (Earth-616)
1083539	Simon Banks (Earth-616)
1083542	Mariana Jankovic (Earth-616)
1083545	Radovan Jankovic (Earth-616)
1083572	Jim Vance (Earth-616)
1083573	Pop Vance (Earth-616)
1083577	Mindy Vance (Earth-616)
1083636	Zachariah (Angel) (Earth-616)
1083651	Ravel (Gastornis) (Earth-616)
1083666	Jim Slade (Earth-616)
1083674	Carl Pfotts (Earth-616)
1083680	Jim Langtry (Earth-616)
1083686	Jim Hargrave (Earth-616)
1083692	Jim Markham (Earth-616)
1083698	Jim Sullivan (Earth-616)
1083715	James Barney (Earth-616)
1083727	Jim Slade (WWII) (Earth-616)
1083730	Josiah Harrow (Earth-616)
1083735	Margaret Harrow (Earth-616)
1083820	Lucy Harrow (Earth-616)
1083829	Philip Avery (Earth-616)
1083846	Luella Clegget (Earth-616)
1083847	Jim Clegget (Earth-616)
1083852	James Colbert (Earth-730911)
1083861	Jim Wayne (Earth-616)
1083938	Jim Fraser (Earth-616)
1083947	Mephisto (Earth-TRN517)
1083953	Mara (Demon) (Earth-616)
1083957	Itzpapalotl (Earth-616)
1084058	Jim Ballard (Earth-616)
1084065	James Larkin, Sr. (Earth-616)
1084068	James Larkin, Jr. (Earth-616)
1084105	Norbert Ebersol (Earth-22000)
1084148	Simon Williams (Earth-12171)
1084167	James McFall (Earth-616)
1084178	Jim Haggard (Earth-616)
1084185	Jim Higgens (Earth-616)
1084198	Elisha (Alpha Primitive) (Earth-616)
1084234	Doctor Chimera (Earth-616)
1084291	Randall Macklin (Earth-TRN633)
1084319	Jim Dodge (Earth-616)
1084325	Mary Dodge (Earth-616)
1084331	Jim Kerry (Earth-616)
1084338	James Douglas Morrison (Earth-616)
1084403	Jim Nolan (Earth-616)
1084414	Jim Gole (Earth-616)
1084428	Jim Rance (Earth-616)
1084435	Jim Kells (Earth-616)
1084455	Anath (Annunaki) (Earth-616)
1084479	NA
1084480	Charles, Princes of Wales
1084481	Diana, Princess of Wales
1084482	NA
1084487	Sersi
1084561	Jim Fitzpatrick (Earth-616)
1084568	Jim Groban (Earth-616)
1084576	Jim Stack (Earth-616)
1084597	Medusalith Amaquelin (Earth-8734)
1084604	Gorgon Petragon (Earth-8734)
1084607	Karnak Mander-Azur (Earth-8734)
1084609	Triton (Earth-8734)
1084612	Crystalia Amaquelin (Earth-8734)
1084633	Franklin Richards (Earth-8312)
1084697	Jim Lowrey (Earth-616)
1084705	Jim Hope (Earth-616)
1084717	James Palmetto (Earth-616)
1084719	Rat-Itch (Earth-93726)
1084727	Jim MacLemore (Earth-616)
1084736	Ducktor Doom (2099) (Earth-93726)
1084750	Himmer Toad
1084751	Poorly Noseitch
1084752	Sol Goldstein
1084773	Jim Clark (Earth-616)
1084780	Jim Harlon (Earth-616)
1084787	Andrew Harlon (Earth-616)
1084793	Peter Harlon (Earth-616)
1084800	Jim Wilkes (Earth-616)
1084806	Charles Wilkes (Earth-616)
1084810	James Warren Jones (Earth-616)
1084818	Jim Rogers (Earth-616)
1084841	Elektra Natchios (Earth-9711)
1084877	Jim Cobb (Earth-616)
1084883	Katy Cobb (Earth-616)
1084889	Pete Cobb (Earth-616)
1084892	Jim Torgan (Earth-616)
1084910	Jim Brown (Earth-616)
1084925	Jim Davis (Earth-616)
1084931	Annie Davis (Earth-616)
1084937	Stella Davis (Earth-616)
1084954	James J. Cramer (Earth-199999)
1084975	Jim Russell (Earth-616)
1084989	Jim Brown (Foreman) (Earth-616)
1084995	Layla (Earth-93726)
1085014	Joanna Cargill 
1085015	[[Jubilation Lee]]
1085016	NA
1085180	N'Kono (Earth-616)
1085288	Jim Hart (Earth-616)
1085294	Jim Weston (Earth-616)
1085300	Pauline Weston (Earth-616)
1085306	Jim Blake (Judge) (Earth-616)
1085312	Simmie Blake (Earth-616)
1085320	Jim McQuade (Earth-616)
1085327	Jim Halford (Earth-616)
1085355	Jim Davis (Homeless) (Earth-616)
1085401	Sonya Simonson (Earth-TRN674)
1085409	Leviathon (Eggplant) (Earth-616)
1085414	T'Challa (Earth-30847)
1085420	Okoye (Earth-199999)
1085433	Anthony Stark (Earth-25315)
1085434	Peter Parker (Earth-25315)
1085436	Gabriel O'Hara (Earth-616)
1085449	Jim Fong (Earth-400005)
1085455	Chien Fong (Earth-400005)
1085463	Egros (Earth-14412)
1085537	Calvin Zabo (Earth-TRN258)
1085620	Jim Cobb (Marshal) (Earth-616)
1085673	Amos Ferret (Earth-616)
1085691	Jim Kendall (Earth-616)
1085698	Jim Tilden (Earth-616)
1085713	Jim Foley (Earth-616)
1085719	Jim Cole (Earth-616)
1085726	John Jonah Jameson, Sr. (Earth-TRN461)
1085745	Ethan Myers (Earth-616)
1085763	Ash (Earth-TRN589)
1085771	Sonner (Earth-TRN589)
1085853	Tom Pritchett (Earth-616)
1085854	Linda Pritchett (Earth-616)
1085866	Maddie (Mutant) (Earth-616)
1085889	Ferdinand Flynn (Earth-616)
1085917	Diomedes' Mares (Earth-616)
1085962	Samael (Earth-616)
1086027	Peter Parker (Earth-TRN589)
1086038	Bruce Banner (Earth-TRN588)
1086072	Remy LeBeau (Earth-TRN566)
1086198	Koz (Earth-691)
1086199	Goozot (Earth-691)
1086253	Henry McCoy (Earth-TRN566)
1086320	Barbara Whalen (Earth-616)
1086322	Harry Everett Barclay (Earth-616)
1086327	Lamia (Libyan Queen) (Earth-616)
1086389	Elihas Starr (Earth-TRN566)
1086408	Herman Schultz (Earth-TRN566)
1086430	Jacob Reiss (Earth-TRN566)
1086435	James Buchanan Barnes (Earth-TRN589)
1086437	Jackson Brice (Earth-TRN566)
1086530	Willis James (Earth-616)
1086535	Kay James (Earth-616)
1086542	George James (Earth-616)
1086571	James Reaves (Earth-TRN566)
1086592	James Blaine (Earth-616)
1086598	Dora Blaine (Earth-616)
1086604	Arthur Blaine (Earth-616)
1086616	James Gilray (Earth-616)
1086622	Brigit Gilray (Earth-616)
1086625	Faro James (Earth-616)
1086637	Mary Jane Watson (Earth-TRN633)
1086648	David Walsh (Earth-616)
1086659	Jacob Johnston (Earth-616)
1086726	Willard Harrison (Earth-TRN566)
1086728	Sylvester Marston (Earth-TRN566)
1086732	Raymond Bloch (Earth-TRN566)
1086743	Michael Suggs (Earth-TRN566)
1086747	Christopher Anderson (Earth-TRN566)
1086752	Clement Wilson (Earth-TRN566)
1086824	Ororo Munroe (Earth-TRN566)
1086828	James Howlett (Earth-TRN566)
1086831	Jubilation Lee (Earth-TRN566)
1086838	Scott Summers (Earth-TRN566)
1086844	Nebuchadnezzar (Earth-616)
1086861	James Blake (Earth-616)
1086870	James Rondell (Earth-199999)
1086884	Terry James (Earth-616)
1086897	Sir James (Earth-616)
1086907	James Whitmore (Earth-616)
1086913	John James Toomey (Earth-200111)
1086920	Huck Petrie (Earth-616)
1086921	Noah (Earth-616)
1086923	Eliab (Earth-616)
1086934	Saul (King) (Earth-616)
1086937	Joseph of Nazareth (Earth-616)
1086941	Herod Archelaus (Earth-616)
1086973	Eric Brooks (Earth-TRN517)
